Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
quantity,1,0.023255813953488372,0.0,0,0.15249857033260467,0.023255813953488375,6.557438524301999,42.99999999999999,0.0,0.0,0.0,0,1,1,1.0,0.0
relator,228,5.3023255813953485,3.0,3,5.031022255873245,25.31118493909192,1.3827900541241618,1.2182720359334467,2.0,7.5,5.5,0,19,19,1.0,18.0
role,347,8.069767441860465,6.0,5,7.49410990565006,56.161683277962354,1.8031182040840923,3.6236669843523406,3.0,10.0,7.0,0,34,34,2.0,32.0
roleMixin,30,0.6976744186046512,0.0,0,1.5358398310732027,2.3588039867109636,2.6471372578259444,6.472639594350714,0.0,1.0,1.0,0,6,6,1.0,5.0
situation,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
subkind,267,6.209302325581396,4.0,0,6.871466674849401,47.217054263565885,1.5723254411851868,2.5370704338477528,2.0,8.5,6.5,0,30,30,2.0,28.0
type,6,0.13953488372093023,0.0,0,0.6754679277161875,0.4562569213732007,5.174406493118534,27.66283344330284,0.0,0.0,0.0,0,4,4,2.0,2.0
bringsAbout,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
characterization,33,0.7674418604651163,0.0,0,2.784627950718061,7.7541528239202675,5.920835555393624,37.079146412114916,0.0,0.5,0.5,0,18,18,1.0,17.0
comparative,1,0.023255813953488372,0.0,0,0.15249857033260467,0.023255813953488372,6.5574385243019995,43.0,0.0,0.0,0.0,0,1,1,1.0,0.0
componentOf,137,3.186046511627907,0.0,0,4.9196196811653,24.202657807308967,1.5234862551517088,1.4226771164829821,0.0,5.5,5.5,0,19,19,1.0,18.0
creation,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
derivation,72,1.6744186046511629,1.0,0,2.6611931644834135,7.081949058693244,2.053715275758347,3.8814108085911694,0.0,2.0,2.0,0,11,11,1.0,10.0
externalDependence,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
historicalDependence,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
instantiation,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
manifestation,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
material,123,2.86046511627907,2.0,0,3.306425168904277,10.932447397563678,1.4219131062571855,1.8961924135736647,0.0,4.0,4.0,0,14,14,1.0,13.0
mediation,466,10.837209302325581,7.0,6,10.246788655030597,104.99667774086377,1.4699908727333308,1.589255744318392,5.0,13.5,8.5,0,40,40,2.0,38.0
memberOf,52,1.2093023255813953,0.0,0,2.3356261476660016,5.455149501661128,2.7922966588712232,8.16876606188934,0.0,1.0,1.0,0,10,10,1.0,9.0
participation,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
participational,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
subCollectionOf,14,0.32558139534883723,0.0,0,0.9933332590098599,0.9867109634551495,3.1091734842215613,8.741825359892207,0.0,0.0,0.0,0,4,4,1.0,3.0
subQuantityOf,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
termination,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
triggers,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
