model,total_classes,stereotyped_classes,non_stereotyped_classes,ontouml_classes,non_ontouml_classes,total_relations,stereotyped_relations,non_stereotyped_relations,ontouml_relations,non_ontouml_relations,unique_class_stereotypes,unique_relation_stereotypes,ratio_classes_relations,ratio_stereotyped_classes_relations,ratio_stereotyped_classes_total,ratio_non_stereotyped_classes_total,ratio_stereotyped_relations_total,ratio_non_stereotyped_relations_total,ratio_ontouml_classes_total,ratio_non_ontouml_classes_total,ratio_ontouml_relations_total,ratio_non_ontouml_relations_total
cmpo2017,55,53,2,51,4,66,6,60,6,60,8,1,0.8333333333333334,8.833333333333334,0.9636363636363636,0.03636363636363636,0.09090909090909091,0.9090909090909091,0.9272727272727272,0.07272727272727272,0.09090909090909091,0.9090909090909091
dpo2017,40,40,0,39,1,51,7,44,6,45,5,1,0.7843137254901961,5.714285714285714,1.0,0.0,0.13725490196078433,0.8627450980392157,0.975,0.025,0.11764705882352941,0.8823529411764706
ferreira2015ontoemergeplan,147,147,0,121,26,121,107,14,98,23,12,4,1.2148760330578512,1.3738317757009346,1.0,0.0,0.8842975206611571,0.11570247933884298,0.8231292517006803,0.17687074829931973,0.8099173553719008,0.19008264462809918
franco2018rpg,23,23,0,20,3,24,12,12,6,18,7,2,0.9583333333333334,1.9166666666666667,1.0,0.0,0.5,0.5,0.8695652173913043,0.13043478260869565,0.25,0.75
gailly2016value,12,12,0,4,8,15,0,15,0,15,3,0,0.8,N/A,1.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0
grueau2013towards,13,6,7,0,13,3,0,3,0,3,0,0,4.333333333333333,N/A,0.46153846153846156,0.5384615384615384,0.0,1.0,0.0,1.0,0.0,1.0
guarino2016value,18,18,0,17,1,37,25,12,25,12,5,3,0.4864864864864865,0.72,1.0,0.0,0.6756756756756757,0.32432432432432434,0.9444444444444444,0.05555555555555555,0.6756756756756757,0.32432432432432434
guarino2018rea,11,11,0,8,3,12,4,8,4,8,5,2,0.9166666666666666,2.75,1.0,0.0,0.3333333333333333,0.6666666666666666,0.7272727272727273,0.2727272727272727,0.3333333333333333,0.6666666666666666
guizzardi2005ontological,43,43,0,43,0,25,21,4,16,9,11,5,1.72,2.0476190476190474,1.0,0.0,0.84,0.16,1.0,0.0,0.64,0.36
junior2018o4c,11,11,0,11,0,5,5,0,3,2,4,2,2.2,2.2,1.0,0.0,1.0,0.0,1.0,0.0,0.6,0.4
kostov2017towards,58,52,6,42,16,35,3,32,2,33,6,1,1.6571428571428573,17.333333333333332,0.896551724137931,0.10344827586206896,0.08571428571428572,0.9142857142857143,0.7241379310344828,0.27586206896551724,0.05714285714285714,0.9428571428571428
laurier2018rea,23,23,0,17,6,18,1,17,1,17,3,1,1.2777777777777777,23.0,1.0,0.0,0.05555555555555555,0.9444444444444444,0.7391304347826086,0.2608695652173913,0.05555555555555555,0.9444444444444444
martinez2013human-genome,10,10,0,10,0,15,15,0,11,4,4,4,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.7333333333333333,0.26666666666666666
mgic-antt2011,3760,3760,0,3541,219,1782,1778,4,1473,309,12,5,2.1099887766554435,2.1147356580427448,1.0,0.0,0.9977553310886644,0.002244668911335578,0.9417553191489362,0.05824468085106383,0.8265993265993266,0.1734006734006734
nardi2015ufo-s,27,27,0,19,8,48,48,0,32,16,5,4,0.5625,0.5625,1.0,0.0,1.0,0.0,0.7037037037037037,0.2962962962962963,0.6666666666666666,0.3333333333333333
o3ontology2015,303,236,67,216,87,220,145,75,125,95,10,5,1.3772727272727272,1.6275862068965516,0.7788778877887789,0.22112211221122113,0.6590909090909091,0.3409090909090909,0.7128712871287128,0.2871287128712871,0.5681818181818182,0.4318181818181818
oliveira2007collaboration,20,20,0,15,5,20,0,20,0,20,6,0,1.0,N/A,1.0,0.0,0.0,1.0,0.75,0.25,0.0,1.0
pereira2015doacao-orgaos,25,25,0,23,2,9,6,3,6,3,6,1,2.7777777777777777,4.166666666666667,1.0,0.0,0.6666666666666666,0.3333333333333333,0.92,0.08,0.6666666666666666,0.3333333333333333
quality-assurance-process-ontology2017,37,16,21,16,21,28,1,27,0,28,3,0,1.3214285714285714,16.0,0.43243243243243246,0.5675675675675675,0.03571428571428571,0.9642857142857143,0.43243243243243246,0.5675675675675675,0.0,1.0
ramirez2015userfeedback,50,50,0,48,2,36,28,8,19,17,7,2,1.3888888888888888,1.7857142857142858,1.0,0.0,0.7777777777777778,0.2222222222222222,0.96,0.04,0.5277777777777778,0.4722222222222222
rodrigues2017urinary-profiles,63,63,0,42,21,62,41,21,22,40,10,4,1.0161290322580645,1.5365853658536586,1.0,0.0,0.6612903225806451,0.3387096774193548,0.6666666666666666,0.3333333333333333,0.3548387096774194,0.6451612903225806
sales2018competition,27,27,0,19,8,31,0,31,0,31,10,0,0.8709677419354839,N/A,1.0,0.0,0.0,1.0,0.7037037037037037,0.2962962962962963,0.0,1.0
sales2018cover,63,63,0,50,13,58,45,13,35,23,7,6,1.0862068965517242,1.4,1.0,0.0,0.7758620689655172,0.22413793103448276,0.7936507936507936,0.20634920634920634,0.603448275862069,0.39655172413793105
services2015,124,33,91,23,101,91,59,32,45,46,5,5,1.3626373626373627,0.559322033898305,0.2661290322580645,0.7338709677419355,0.6483516483516484,0.3516483516483517,0.18548387096774194,0.8145161290322581,0.4945054945054945,0.5054945054945055
silva2012itarchitecture,84,84,0,84,0,33,6,27,6,27,5,2,2.5454545454545454,14.0,1.0,0.0,0.18181818181818182,0.8181818181818182,1.0,0.0,0.18181818181818182,0.8181818181818182
spmo2017,34,17,17,16,18,27,2,25,2,25,4,1,1.2592592592592593,8.5,0.5,0.5,0.07407407407407407,0.9259259259259259,0.47058823529411764,0.5294117647058824,0.07407407407407407,0.9259259259259259
spo2017,109,75,34,72,37,89,2,87,2,87,8,1,1.2247191011235956,37.5,0.6880733944954128,0.3119266055045872,0.02247191011235955,0.9775280898876404,0.6605504587155964,0.3394495412844037,0.02247191011235955,0.9775280898876404
zhou2017hazard-ontology-robotic-strolling,13,13,0,13,0,14,0,14,0,14,3,0,0.9285714285714286,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
zhou2017hazard-ontology-train-control,25,25,0,25,0,30,0,30,0,30,3,0,0.8333333333333334,N/A,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
