model_id,stereotype,count
rodrigues2017urinary-profiles,phase,1
rodrigues2017urinary-profiles,object,1
rodrigues2017urinary-profiles,kind,1
services2015,roleMixin,10
services2015,mode,8
services2015,relator,5
services2015,kind,5
services2015,category,4
services2015,collective,1
silva2012itarchitecture,subkind,32
silva2012itarchitecture,kind,27
silva2012itarchitecture,relator,10
silva2012itarchitecture,category,9
silva2012itarchitecture,role,6
spo2017,type,19
spo2017,event,17
spo2017,kind,11
spo2017,mode,10
spo2017,category,7
spo2017,role,5
spo2017,roleMixin,3
spo2017,subkind,2
spo2017,relator,1
zhou2017hazard-ontology-robotic-strolling,role,6
zhou2017hazard-ontology-robotic-strolling,kind,4
zhou2017hazard-ontology-robotic-strolling,relator,3
zhou2017hazard-ontology-train-control,kind,10
zhou2017hazard-ontology-train-control,role,10
zhou2017hazard-ontology-train-control,relator,5
