Construct Pair,Jaccard Similarity,Dice Coefficient
"('abstract', 'isViewOf')",0.2621359223300971,0.4153846153846154
"('abstract', 'kind')",0.25961538461538464,0.4122137404580153
"('abstract', 'literal')",0.22580645161290322,0.3684210526315789
"('abstract', 'Literal')",0.22580645161290322,0.3684210526315789
"('abstract', 'lowerBound')",0.25663716814159293,0.4084507042253521
"('abstract', 'manifestation')",0.07692307692307693,0.14285714285714285
"('abstract', 'material')",0.23529411764705882,0.38095238095238093
"('abstract', 'mediation')",0.22988505747126436,0.37383177570093457
"('abstract', 'memberOf')",0.24489795918367346,0.39344262295081966
"('abstract', 'mixin')",0.18181818181818182,0.3076923076923077
"('abstract', 'mode')",0.2571428571428571,0.4090909090909091
"('abstract', 'model.1')",0.24793388429752067,0.3973509933774834
"('abstract', 'ModelElement')",0.0,0.0
"('abstract', 'name')",0.24793388429752067,0.3973509933774834
"('abstract', 'NodeView')",0.0,0.0
"('abstract', 'none')",0.25,0.4
"('abstract', 'Note')",0.0,0.0
"('abstract', 'NoteView')",0.0,0.0
"('abstract', 'OntologicalNature')",0.0,0.0
"('abstract', 'OntoumlElement')",0.0,0.0
"('abstract', 'order')",0.24793388429752067,0.3973509933774834
"('abstract', 'owner')",0.0,0.0
"('abstract', 'Package')",0.24793388429752067,0.3973509933774834
"('abstract', 'PackageView')",0.0625,0.11764705882352941
"('abstract', 'participation')",0.19607843137254902,0.32786885245901637
"('abstract', 'participational')",0.0625,0.11764705882352941
"('abstract', 'Path')",0.2621359223300971,0.4153846153846154
"('abstract', 'phase')",0.18333333333333332,0.30985915492957744
"('abstract', 'phaseMixin')",0.11764705882352941,0.21052631578947367
"('abstract', 'point')",0.2621359223300971,0.4153846153846154
"('abstract', 'Point')",0.2621359223300971,0.4153846153846154
"('abstract', 'project')",0.24793388429752067,0.3973509933774834
"('abstract', 'Project')",0.24793388429752067,0.3973509933774834
"('abstract', 'property')",0.0,0.0
"('abstract', 'Property')",0.25,0.4
"('abstract', 'PropertyStereotype')",0.0,0.0
"('abstract', 'propertyType')",0.25,0.4
"('abstract', 'quality')",0.2542372881355932,0.40540540540540543
"('abstract', 'qualityNature')",0.0,0.0
"('abstract', 'quantity')",0.2926829268292683,0.4528301886792453
"('abstract', 'quantityNature')",0.0,0.0
"('abstract', 'Rectangle')",0.2621359223300971,0.4153846153846154
"('abstract', 'RectangularShape')",0.0,0.0
"('abstract', 'redefinesProperty')",0.03333333333333333,0.06451612903225806
"('abstract', 'Relation')",0.25,0.4
"('abstract', 'relationEnd')",0.25,0.4
"('abstract', 'RelationStereotype')",0.0,0.0
"('abstract', 'RelationView')",0.0,0.0
"('abstract', 'relator')",0.22,0.36065573770491804
"('abstract', 'relatorNature')",0.0,0.0
"('abstract', 'restrictedTo')",0.25210084033613445,0.40268456375838924
"('abstract', 'role')",0.2127659574468085,0.3508771929824561
"('abstract', 'roleMixin')",0.18309859154929578,0.30952380952380953
"('abstract', 'shape')",0.2621359223300971,0.4153846153846154
"('abstract', 'Shape')",0.0,0.0
"('abstract', 'shared')",0.2727272727272727,0.42857142857142855
"('abstract', 'situation')",0.20930232558139536,0.34615384615384615
"('abstract', 'situationNature')",0.0,0.0
"('abstract', 'sourceEnd')",0.25,0.4
"('abstract', 'sourceView')",0.2727272727272727,0.42857142857142855
"('abstract', 'specific')",0.2564102564102564,0.40816326530612246
"('abstract', 'stereotype')",0.24793388429752067,0.3973509933774834
"('abstract', 'Stereotype')",0.0,0.0
"('abstract', 'subCollectionOf')",0.09090909090909091,0.16666666666666666
"('abstract', 'subkind')",0.26881720430107525,0.423728813559322
"('abstract', 'subQuantityOf')",0.0625,0.11764705882352941
"('abstract', 'subsetsProperty')",0.03333333333333333,0.06451612903225806
"('abstract', 'targetEnd')",0.25,0.4
"('abstract', 'targetView')",0.2727272727272727,0.42857142857142855
"('abstract', 'termination')",0.06451612903225806,0.12121212121212122
"('abstract', 'text')",0.0,0.0
"('abstract', 'Text')",0.22666666666666666,0.3695652173913043
"('abstract', 'topLeftPosition')",0.2621359223300971,0.4153846153846154
"('abstract', 'triggers')",0.08108108108108109,0.15
"('abstract', 'type')",0.21739130434782608,0.35714285714285715
"('abstract', 'typeNature')",0.0,0.0
"('abstract', 'upperBound')",0.25663716814159293,0.4084507042253521
"('abstract', 'width')",0.2621359223300971,0.4153846153846154
"('abstract', 'xCoordinate')",0.2621359223300971,0.4153846153846154
"('abstract', 'yCoordinate')",0.2621359223300971,0.4153846153846154
"('abstractNature', 'aggregationKind')",0.0,0.0
"('abstractNature', 'AggregationKind')",0.0,0.0
"('abstractNature', 'attribute')",0.0,0.0
"('abstractNature', 'begin')",0.0,0.0
"('abstractNature', 'bringsAbout')",0.0,0.0
"('abstractNature', 'cardinality')",0.0,0.0
"('abstractNature', 'Cardinality')",0.0,0.0
"('abstractNature', 'cardinalityValue')",0.0,0.0
"('abstractNature', 'categorizer')",0.0,0.0
"('abstractNature', 'category')",0.0,0.0
"('abstractNature', 'characterization')",0.0,0.0
"('abstractNature', 'Class')",0.0,0.0
"('abstractNature', 'Classifier')",0.0,0.0
"('abstractNature', 'ClassStereotype')",0.0,0.0
"('abstractNature', 'ClassView')",0.0,0.0
"('abstractNature', 'collective')",0.0,0.0
"('abstractNature', 'collectiveNature')",0.0,0.0
"('abstractNature', 'comparative')",0.0,0.0
"('abstractNature', 'componentOf')",0.0,0.0
"('abstractNature', 'composite')",0.0,0.0
"('abstractNature', 'ConnectorView')",0.0,0.0
"('abstractNature', 'containsModelElement')",0.0,0.0
"('abstractNature', 'containsView')",0.0,0.0
"('abstractNature', 'creation')",0.0,0.0
"('abstractNature', 'datatype')",0.0,0.0
"('abstractNature', 'DecoratableElement')",0.0,0.0
"('abstractNature', 'derivation')",0.0,0.0
"('abstractNature', 'description')",0.0,0.0
"('abstractNature', 'diagram')",0.0,0.0
"('abstractNature', 'Diagram')",0.0,0.0
"('abstractNature', 'DiagramElement')",0.0,0.0
"('abstractNature', 'ElementView')",0.0,0.0
"('abstractNature', 'end')",0.0,0.0
"('abstractNature', 'enumeration')",0.0,0.0
"('abstractNature', 'event')",0.0,0.0
"('abstractNature', 'eventNature')",0.0,0.0
"('abstractNature', 'externalDependence')",0.0,0.0
"('abstractNature', 'extrinsicModeNature')",0.0,0.0
"('abstractNature', 'functionalComplexNature')",0.0,0.0
"('abstractNature', 'general')",0.0,0.0
"('abstractNature', 'generalization')",0.0,0.0
"('abstractNature', 'Generalization')",0.0,0.0
"('abstractNature', 'GeneralizationSet')",0.0,0.0
"('abstractNature', 'GeneralizationSetView')",0.0,0.0
"('abstractNature', 'GeneralizationView')",0.0,0.0
"('abstractNature', 'height')",0.0,0.0
"('abstractNature', 'historicalDependence')",0.0,0.0
"('abstractNature', 'historicalRole')",0.0,0.0
"('abstractNature', 'historicalRoleMixin')",0.0,0.0
"('abstractNature', 'instantiation')",0.0,0.0
"('abstractNature', 'intrinsicModeNature')",0.0,0.0
"('abstractNature', 'isAbstract')",0.0,0.0
"('abstractNature', 'isComplete')",0.0,0.0
"('abstractNature', 'isDerived')",0.0,0.0
"('abstractNature', 'isDisjoint')",0.0,0.0
"('abstractNature', 'isExtensional')",0.0,0.0
"('abstractNature', 'isOrdered')",0.0,0.0
"('abstractNature', 'isPowertype')",0.0,0.0
"('abstractNature', 'isReadOnly')",0.0,0.0
"('abstractNature', 'isViewOf')",0.0,0.0
"('abstractNature', 'kind')",0.0,0.0
"('abstractNature', 'literal')",0.0,0.0
"('abstractNature', 'Literal')",0.0,0.0
"('abstractNature', 'lowerBound')",0.0,0.0
"('abstractNature', 'manifestation')",0.0,0.0
"('abstractNature', 'material')",0.0,0.0
"('abstractNature', 'mediation')",0.0,0.0
"('abstractNature', 'memberOf')",0.0,0.0
"('abstractNature', 'mixin')",0.0,0.0
"('abstractNature', 'mode')",0.0,0.0
"('abstractNature', 'model.1')",0.0,0.0
"('abstractNature', 'ModelElement')",0.0,0.0
"('abstractNature', 'name')",0.0,0.0
"('abstractNature', 'NodeView')",0.0,0.0
"('abstractNature', 'none')",0.0,0.0
"('abstractNature', 'Note')",0.0,0.0
"('abstractNature', 'NoteView')",0.0,0.0
"('abstractNature', 'OntologicalNature')",0.0,0.0
"('abstractNature', 'OntoumlElement')",0.0,0.0
"('abstractNature', 'order')",0.0,0.0
"('abstractNature', 'owner')",0.0,0.0
"('abstractNature', 'Package')",0.0,0.0
"('abstractNature', 'PackageView')",0.0,0.0
"('abstractNature', 'participation')",0.0,0.0
"('abstractNature', 'participational')",0.0,0.0
"('abstractNature', 'Path')",0.0,0.0
"('abstractNature', 'phase')",0.0,0.0
"('abstractNature', 'phaseMixin')",0.0,0.0
"('abstractNature', 'point')",0.0,0.0
"('abstractNature', 'Point')",0.0,0.0
"('abstractNature', 'project')",0.0,0.0
"('abstractNature', 'Project')",0.0,0.0
"('abstractNature', 'property')",0.0,0.0
"('abstractNature', 'Property')",0.0,0.0
"('abstractNature', 'PropertyStereotype')",0.0,0.0
"('abstractNature', 'propertyType')",0.0,0.0
"('abstractNature', 'quality')",0.0,0.0
"('abstractNature', 'qualityNature')",0.0,0.0
"('abstractNature', 'quantity')",0.0,0.0
"('abstractNature', 'quantityNature')",0.0,0.0
"('abstractNature', 'Rectangle')",0.0,0.0
"('abstractNature', 'RectangularShape')",0.0,0.0
"('abstractNature', 'redefinesProperty')",0.0,0.0
"('abstractNature', 'Relation')",0.0,0.0
"('abstractNature', 'relationEnd')",0.0,0.0
"('abstractNature', 'RelationStereotype')",0.0,0.0
"('abstractNature', 'RelationView')",0.0,0.0
"('abstractNature', 'relator')",0.0,0.0
"('abstractNature', 'relatorNature')",0.0,0.0
"('abstractNature', 'restrictedTo')",0.0,0.0
"('abstractNature', 'role')",0.0,0.0
"('abstractNature', 'roleMixin')",0.0,0.0
"('abstractNature', 'shape')",0.0,0.0
"('abstractNature', 'Shape')",0.0,0.0
"('abstractNature', 'shared')",0.0,0.0
"('abstractNature', 'situation')",0.0,0.0
"('abstractNature', 'situationNature')",0.0,0.0
"('abstractNature', 'sourceEnd')",0.0,0.0
"('abstractNature', 'sourceView')",0.0,0.0
"('abstractNature', 'specific')",0.0,0.0
"('abstractNature', 'stereotype')",0.0,0.0
"('abstractNature', 'Stereotype')",0.0,0.0
"('abstractNature', 'subCollectionOf')",0.0,0.0
"('abstractNature', 'subkind')",0.0,0.0
"('abstractNature', 'subQuantityOf')",0.0,0.0
"('abstractNature', 'subsetsProperty')",0.0,0.0
"('abstractNature', 'targetEnd')",0.0,0.0
"('abstractNature', 'targetView')",0.0,0.0
"('abstractNature', 'termination')",0.0,0.0
"('abstractNature', 'text')",0.0,0.0
"('abstractNature', 'Text')",0.0,0.0
"('abstractNature', 'topLeftPosition')",0.0,0.0
"('abstractNature', 'triggers')",0.0,0.0
"('abstractNature', 'type')",0.0,0.0
"('abstractNature', 'typeNature')",0.0,0.0
"('abstractNature', 'upperBound')",0.0,0.0
"('abstractNature', 'width')",0.0,0.0
"('abstractNature', 'xCoordinate')",0.0,0.0
"('abstractNature', 'yCoordinate')",0.0,0.0
"('aggregationKind', 'AggregationKind')",0.0,0.0
"('aggregationKind', 'attribute')",0.35833333333333334,0.5276073619631901
"('aggregationKind', 'begin')",0.0,0.0
"('aggregationKind', 'bringsAbout')",0.1,0.18181818181818182
"('aggregationKind', 'cardinality')",1.0,1.0
"('aggregationKind', 'Cardinality')",1.0,1.0
"('aggregationKind', 'cardinalityValue')",1.0,1.0
"('aggregationKind', 'categorizer')",0.016666666666666666,0.03278688524590164
"('aggregationKind', 'category')",0.7166666666666667,0.8349514563106796
"('aggregationKind', 'characterization')",0.5666666666666667,0.723404255319149
"('aggregationKind', 'Class')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'Classifier')",0.0,0.0
"('aggregationKind', 'ClassStereotype')",0.0,0.0
"('aggregationKind', 'ClassView')",0.8181818181818182,0.9
"('aggregationKind', 'collective')",0.36666666666666664,0.5365853658536586
"('aggregationKind', 'collectiveNature')",0.0,0.0
"('aggregationKind', 'comparative')",0.05,0.09523809523809523
"('aggregationKind', 'componentOf')",0.375,0.5454545454545454
"('aggregationKind', 'composite')",0.6,0.75
"('aggregationKind', 'ConnectorView')",0.0,0.0
"('aggregationKind', 'containsModelElement')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'containsView')",0.9834710743801653,0.9916666666666667
"('aggregationKind', 'creation')",0.15,0.2608695652173913
"('aggregationKind', 'datatype')",0.21666666666666667,0.3561643835616438
"('aggregationKind', 'DecoratableElement')",0.0,0.0
"('aggregationKind', 'derivation')",0.325,0.49056603773584906
"('aggregationKind', 'description')",0.175,0.2978723404255319
"('aggregationKind', 'diagram')",0.9834710743801653,0.9916666666666667
"('aggregationKind', 'Diagram')",0.9834710743801653,0.9916666666666667
"('aggregationKind', 'DiagramElement')",0.0,0.0
"('aggregationKind', 'ElementView')",0.0,0.0
"('aggregationKind', 'end')",0.0,0.0
"('aggregationKind', 'enumeration')",0.06666666666666667,0.125
"('aggregationKind', 'event')",0.45,0.6206896551724138
"('aggregationKind', 'eventNature')",0.0,0.0
"('aggregationKind', 'externalDependence')",0.18333333333333332,0.30985915492957744
"('aggregationKind', 'extrinsicModeNature')",0.0,0.0
"('aggregationKind', 'functionalComplexNature')",0.0,0.0
"('aggregationKind', 'general')",0.9586776859504132,0.9789029535864979
"('aggregationKind', 'generalization')",0.6,0.75
"('aggregationKind', 'Generalization')",0.9586776859504132,0.9789029535864979
"('aggregationKind', 'GeneralizationSet')",0.6,0.75
"('aggregationKind', 'GeneralizationSetView')",0.0,0.0
"('aggregationKind', 'GeneralizationView')",0.7851239669421488,0.8796296296296297
"('aggregationKind', 'height')",0.8181818181818182,0.9
"('aggregationKind', 'historicalDependence')",0.13333333333333333,0.23529411764705882
"('aggregationKind', 'historicalRole')",0.03333333333333333,0.06451612903225806
"('aggregationKind', 'historicalRoleMixin')",0.025,0.04878048780487805
"('aggregationKind', 'instantiation')",0.14166666666666666,0.24817518248175183
"('aggregationKind', 'intrinsicModeNature')",0.0,0.0
"('aggregationKind', 'isAbstract')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'isComplete')",0.6,0.75
"('aggregationKind', 'isDerived')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'isDisjoint')",0.6,0.75
"('aggregationKind', 'isExtensional')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'isOrdered')",1.0,1.0
"('aggregationKind', 'isPowertype')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'isReadOnly')",1.0,1.0
"('aggregationKind', 'isViewOf')",0.8181818181818182,0.9
"('aggregationKind', 'kind')",0.8416666666666667,0.9140271493212669
"('aggregationKind', 'literal')",0.06666666666666667,0.125
"('aggregationKind', 'Literal')",0.06666666666666667,0.125
"('aggregationKind', 'lowerBound')",0.9333333333333333,0.9655172413793104
"('aggregationKind', 'manifestation')",0.1,0.18181818181818182
"('aggregationKind', 'material')",0.45,0.6206896551724138
"('aggregationKind', 'mediation')",0.6416666666666667,0.7817258883248731
"('aggregationKind', 'memberOf')",0.25833333333333336,0.4105960264900662
"('aggregationKind', 'mixin')",0.18333333333333332,0.30985915492957744
"('aggregationKind', 'mode')",0.48333333333333334,0.651685393258427
"('aggregationKind', 'model.1')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'ModelElement')",0.0,0.0
"('aggregationKind', 'name')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'NodeView')",0.0,0.0
"('aggregationKind', 'none')",1.0,1.0
"('aggregationKind', 'Note')",0.0,0.0
"('aggregationKind', 'NoteView')",0.0,0.0
"('aggregationKind', 'OntologicalNature')",0.0,0.0
"('aggregationKind', 'OntoumlElement')",0.0,0.0
"('aggregationKind', 'order')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'owner')",0.0,0.0
"('aggregationKind', 'Package')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'PackageView')",0.03333333333333333,0.06451612903225806
"('aggregationKind', 'participation')",0.25833333333333336,0.4105960264900662
"('aggregationKind', 'participational')",0.03333333333333333,0.06451612903225806
"('aggregationKind', 'Path')",0.8181818181818182,0.9
"('aggregationKind', 'phase')",0.3416666666666667,0.5093167701863354
"('aggregationKind', 'phaseMixin')",0.06666666666666667,0.125
"('aggregationKind', 'point')",0.8181818181818182,0.9
"('aggregationKind', 'Point')",0.8181818181818182,0.9
"('aggregationKind', 'project')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'Project')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'property')",0.0,0.0
"('aggregationKind', 'Property')",1.0,1.0
"('aggregationKind', 'PropertyStereotype')",0.0,0.0
"('aggregationKind', 'propertyType')",1.0,1.0
"('aggregationKind', 'quality')",0.36666666666666664,0.5365853658536586
"('aggregationKind', 'qualityNature')",0.0,0.0
"('aggregationKind', 'quantity')",0.19166666666666668,0.32167832167832167
"('aggregationKind', 'quantityNature')",0.0,0.0
"('aggregationKind', 'Rectangle')",0.8181818181818182,0.9
"('aggregationKind', 'RectangularShape')",0.0,0.0
"('aggregationKind', 'redefinesProperty')",0.008333333333333333,0.01652892561983471
"('aggregationKind', 'Relation')",1.0,1.0
"('aggregationKind', 'relationEnd')",1.0,1.0
"('aggregationKind', 'RelationStereotype')",0.0,0.0
"('aggregationKind', 'RelationView')",0.0,0.0
"('aggregationKind', 'relator')",0.7520661157024794,0.8584905660377359
"('aggregationKind', 'relatorNature')",0.0,0.0
"('aggregationKind', 'restrictedTo')",0.9752066115702479,0.9874476987447699
"('aggregationKind', 'role')",0.7,0.8235294117647058
"('aggregationKind', 'roleMixin')",0.45,0.6206896551724138
"('aggregationKind', 'shape')",0.8181818181818182,0.9
"('aggregationKind', 'Shape')",0.0,0.0
"('aggregationKind', 'shared')",0.5666666666666667,0.723404255319149
"('aggregationKind', 'situation')",0.18333333333333332,0.30985915492957744
"('aggregationKind', 'situationNature')",0.0,0.0
"('aggregationKind', 'sourceEnd')",1.0,1.0
"('aggregationKind', 'sourceView')",0.7851239669421488,0.8796296296296297
"('aggregationKind', 'specific')",0.9586776859504132,0.9789029535864979
"('aggregationKind', 'stereotype')",0.9917355371900827,0.995850622406639
"('aggregationKind', 'Stereotype')",0.0,0.0
"('aggregationKind', 'subCollectionOf')",0.05,0.09523809523809523
"('aggregationKind', 'subkind')",0.71900826446281,0.8365384615384616
"('aggregationKind', 'subQuantityOf')",0.03333333333333333,0.06451612903225806
"('aggregationKind', 'subsetsProperty')",0.008333333333333333,0.01652892561983471
"('aggregationKind', 'targetEnd')",1.0,1.0
"('aggregationKind', 'targetView')",0.7851239669421488,0.8796296296296297
"('aggregationKind', 'termination')",0.025,0.04878048780487805
"('aggregationKind', 'text')",0.0,0.0
"('aggregationKind', 'Text')",0.5166666666666667,0.6813186813186813
"('aggregationKind', 'topLeftPosition')",0.8181818181818182,0.9
"('aggregationKind', 'triggers')",0.08333333333333333,0.15384615384615385
"('aggregationKind', 'type')",0.21666666666666667,0.3561643835616438
"('aggregationKind', 'typeNature')",0.0,0.0
"('aggregationKind', 'upperBound')",0.9333333333333333,0.9655172413793104
"('aggregationKind', 'width')",0.8181818181818182,0.9
"('aggregationKind', 'xCoordinate')",0.8181818181818182,0.9
"('aggregationKind', 'yCoordinate')",0.8181818181818182,0.9
"('AggregationKind', 'attribute')",0.0,0.0
"('AggregationKind', 'begin')",0.0,0.0
"('AggregationKind', 'bringsAbout')",0.0,0.0
"('AggregationKind', 'cardinality')",0.0,0.0
"('AggregationKind', 'Cardinality')",0.0,0.0
"('AggregationKind', 'cardinalityValue')",0.0,0.0
"('AggregationKind', 'categorizer')",0.0,0.0
"('AggregationKind', 'category')",0.0,0.0
"('AggregationKind', 'characterization')",0.0,0.0
"('AggregationKind', 'Class')",0.0,0.0
"('AggregationKind', 'Classifier')",0.0,0.0
"('AggregationKind', 'ClassStereotype')",0.0,0.0
"('AggregationKind', 'ClassView')",0.0,0.0
"('AggregationKind', 'collective')",0.0,0.0
"('AggregationKind', 'collectiveNature')",0.0,0.0
"('AggregationKind', 'comparative')",0.0,0.0
"('AggregationKind', 'componentOf')",0.0,0.0
"('AggregationKind', 'composite')",0.0,0.0
"('AggregationKind', 'ConnectorView')",0.0,0.0
"('AggregationKind', 'containsModelElement')",0.0,0.0
"('AggregationKind', 'containsView')",0.0,0.0
"('AggregationKind', 'creation')",0.0,0.0
"('AggregationKind', 'datatype')",0.0,0.0
"('AggregationKind', 'DecoratableElement')",0.0,0.0
"('AggregationKind', 'derivation')",0.0,0.0
"('AggregationKind', 'description')",0.0,0.0
"('AggregationKind', 'diagram')",0.0,0.0
"('AggregationKind', 'Diagram')",0.0,0.0
"('AggregationKind', 'DiagramElement')",0.0,0.0
"('AggregationKind', 'ElementView')",0.0,0.0
"('AggregationKind', 'end')",0.0,0.0
"('AggregationKind', 'enumeration')",0.0,0.0
"('AggregationKind', 'event')",0.0,0.0
"('AggregationKind', 'eventNature')",0.0,0.0
"('AggregationKind', 'externalDependence')",0.0,0.0
"('AggregationKind', 'extrinsicModeNature')",0.0,0.0
"('AggregationKind', 'functionalComplexNature')",0.0,0.0
"('AggregationKind', 'general')",0.0,0.0
"('AggregationKind', 'generalization')",0.0,0.0
"('AggregationKind', 'Generalization')",0.0,0.0
"('AggregationKind', 'GeneralizationSet')",0.0,0.0
"('AggregationKind', 'GeneralizationSetView')",0.0,0.0
"('AggregationKind', 'GeneralizationView')",0.0,0.0
"('AggregationKind', 'height')",0.0,0.0
"('AggregationKind', 'historicalDependence')",0.0,0.0
"('AggregationKind', 'historicalRole')",0.0,0.0
"('AggregationKind', 'historicalRoleMixin')",0.0,0.0
"('AggregationKind', 'instantiation')",0.0,0.0
"('AggregationKind', 'intrinsicModeNature')",0.0,0.0
"('AggregationKind', 'isAbstract')",0.0,0.0
"('AggregationKind', 'isComplete')",0.0,0.0
"('AggregationKind', 'isDerived')",0.0,0.0
"('AggregationKind', 'isDisjoint')",0.0,0.0
"('AggregationKind', 'isExtensional')",0.0,0.0
"('AggregationKind', 'isOrdered')",0.0,0.0
"('AggregationKind', 'isPowertype')",0.0,0.0
"('AggregationKind', 'isReadOnly')",0.0,0.0
"('AggregationKind', 'isViewOf')",0.0,0.0
"('AggregationKind', 'kind')",0.0,0.0
"('AggregationKind', 'literal')",0.0,0.0
"('AggregationKind', 'Literal')",0.0,0.0
"('AggregationKind', 'lowerBound')",0.0,0.0
"('AggregationKind', 'manifestation')",0.0,0.0
"('AggregationKind', 'material')",0.0,0.0
"('AggregationKind', 'mediation')",0.0,0.0
"('AggregationKind', 'memberOf')",0.0,0.0
"('AggregationKind', 'mixin')",0.0,0.0
"('AggregationKind', 'mode')",0.0,0.0
"('AggregationKind', 'model.1')",0.0,0.0
"('AggregationKind', 'ModelElement')",0.0,0.0
"('AggregationKind', 'name')",0.0,0.0
"('AggregationKind', 'NodeView')",0.0,0.0
"('AggregationKind', 'none')",0.0,0.0
"('AggregationKind', 'Note')",0.0,0.0
"('AggregationKind', 'NoteView')",0.0,0.0
"('AggregationKind', 'OntologicalNature')",0.0,0.0
"('AggregationKind', 'OntoumlElement')",0.0,0.0
"('AggregationKind', 'order')",0.0,0.0
"('AggregationKind', 'owner')",0.0,0.0
"('AggregationKind', 'Package')",0.0,0.0
"('AggregationKind', 'PackageView')",0.0,0.0
"('AggregationKind', 'participation')",0.0,0.0
"('AggregationKind', 'participational')",0.0,0.0
"('AggregationKind', 'Path')",0.0,0.0
"('AggregationKind', 'phase')",0.0,0.0
"('AggregationKind', 'phaseMixin')",0.0,0.0
"('AggregationKind', 'point')",0.0,0.0
"('AggregationKind', 'Point')",0.0,0.0
"('AggregationKind', 'project')",0.0,0.0
"('AggregationKind', 'Project')",0.0,0.0
"('AggregationKind', 'property')",0.0,0.0
"('AggregationKind', 'Property')",0.0,0.0
"('AggregationKind', 'PropertyStereotype')",0.0,0.0
"('AggregationKind', 'propertyType')",0.0,0.0
"('AggregationKind', 'quality')",0.0,0.0
"('AggregationKind', 'qualityNature')",0.0,0.0
"('AggregationKind', 'quantity')",0.0,0.0
"('AggregationKind', 'quantityNature')",0.0,0.0
"('AggregationKind', 'Rectangle')",0.0,0.0
"('AggregationKind', 'RectangularShape')",0.0,0.0
"('AggregationKind', 'redefinesProperty')",0.0,0.0
"('AggregationKind', 'Relation')",0.0,0.0
"('AggregationKind', 'relationEnd')",0.0,0.0
